,street,zipcode,bathrooms,bedrooms,description,latitude,sqft,longitude,price,url,yearBuilt,neighborhood
793,3951 Bryant Ave N,55412,2,3,"Bring your clients to this beautiful house. 3BR/2BA Completely remodeled home. New kitchen, new floor, new stainless appliances, new windows, new carpet, New A/C. Ready and waiting for a new owner to call it home. Buyers and buyer's agent verify measurements.",45.027225,2156,-93.29096700000001,229900,https://www.zillow.com/homedetails/3951-Bryant-Ave-N-Minneapolis-MN-55412/1720134_zpid/,1917,"Webber-Camden, Minneapolis"
794,4419 Irving Ave N,55412,1,3,"This 1420 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 4419 Irving Ave N Minneapolis, Minnesota.",45.036211,1420,-93.300686,250000,https://www.zillow.com/homedetails/4419-Irving-Ave-N-Minneapolis-MN-55412/1823970_zpid/,1947,"Webber-Camden, Minneapolis"
795,4547 Knox Ave N,55412,2,3,"Put this one on your stop, Nice proximity to restaurants and freeways. beautiful fenced back yard for pets or kids.  Freshly painted exterior and garage. Garage has new siding in 2020. Updated deck in 2019.  Light landscaping in 2020. Some renovation in the lower bathroom in 2020. Kitchen cabinets painted 2020.  Most windows replaced in 2015.  Furnace and air conditioner replaced in 2006.  Unfinished basement waiting for your ideas.",45.038061,1294,-93.303226,205000,https://www.zillow.com/homedetails/4547-Knox-Ave-N-Minneapolis-MN-55412/1797023_zpid/,1920,"Webber-Camden, Minneapolis"
796,1908 44th Ave N,55412,1,3,"This home has had the same owner for 52 years.  It has been well-cared for and maintained.  It features a wonderful layout with main floor bedroom and bathrooms, fenced yard and deck for entertaining.  The dining room use to be another main floor bedroom.  There is a plumbing roughed-in to add a bathroom in the lower level if needed. It has a working toilet.  Location fantastic only a short block to Victory Memorial Parkway and Tori 44. With Webber Park and Library close by, grab some take out and a book and head to the park or parkway to have relaxing afternoon.",45.035705,1792,-93.30462299999999,250000,https://www.zillow.com/homedetails/1908-44th-Ave-N-Minneapolis-MN-55412/1824080_zpid/,1937,"Webber-Camden, Minneapolis"
797,1808 Victory Memorial Dr,55412,2,4,"Total Livable space is 1,792 sq ft!!  390 sq ft of additional NEARLY finished livable space in the basement featuring a 13x10 bedroom, walk-in closet & lower family space ARE NOT accounted for in the finished sq footage. Wonât take much to get immediate equity in this one! However, it can also be left with the Industrial look to enjoy.  This charmer is beautifully maintained and improved with the original character of the antique front door, coved ceilings and original custom kitchen cabinets. Tons of impressive updates- main floor bath with entirely new tile, shower doors and vanity. New kitchen counters, backsplash, sink & faucet. KT appliances are only 4 years old. A fully enclosed maintenance-free private backyard oasis for total relaxation! Enjoy old charm with the comforts of updates in all the meaningful places! Ease of access to the bus line and local community events & shops. You donât know what youâre missing until you know what youâre missing!",45.037354,1470,-93.30341899999999,320000,https://www.zillow.com/homedetails/1808-Victory-Memorial-Dr-Minneapolis-MN-55412/1797028_zpid/,1935,"Webber-Camden, Minneapolis"
799,4315 Fremont Ave N,55412,1,2,"Cozy home with lots of charm!  Open floor plan with stained hardwood floors, updated kitchen with SS appliances, LARGE FENCED BACKYARD W/Deck.  Walk to parks, shopping, jogging trails for miles, close to busline.",45.033806,1056,-93.296128,184900,https://www.zillow.com/homedetails/4315-Fremont-Ave-N-Minneapolis-MN-55412/1718900_zpid/,1911,"Webber-Camden, Minneapolis"
801,3806 Lyndale Ave N,55412,2,5,"Lots of charm in this classic home! Natural woodwork makes the home warm and welcoming. Open floor plan, large kitchen. The large garage will appeal to handymen, mechanics and contractors. Nice sized bedrooms with tons of closet space. Beautiful Landscaping in front.",45.024181,2012,-93.28763199999999,230448,https://www.zillow.com/homedetails/3806-Lyndale-Ave-N-Minneapolis-MN-55412/1712955_zpid/,1922,"Webber-Camden, Minneapolis"
802,4106 Fremont Ave N,55412,1,3,"Bring your clients to this great starter home!. 3 bedrooms main level with appealing sizes and closets,1 bathroom, 2 car garage. Friendly transition spaces so not to be on top of one another and the possibility in a lower exists. Newer roof. Property was remodeled 3 years ago. Buyers and Agents verify measurements!",45.029855,1302,-93.295363,199900,https://www.zillow.com/homedetails/4106-Fremont-Ave-N-Minneapolis-MN-55412/1719179_zpid/,1900,"Webber-Camden, Minneapolis"
804,4019 Colfax Ave N,55412,2,3,"This 1246 square foot single family home has 3 bedrooms and 2.0 bathrooms. It is located at 4019 Colfax Ave N Minneapolis, Minnesota.",45.028294,1246,-93.292268,143500,https://www.zillow.com/homedetails/4019-Colfax-Ave-N-Minneapolis-MN-55412/1719316_zpid/,1922,"Webber-Camden, Minneapolis"
805,4334 Morgan Ave N,55412,2,4,"Pride of ownership & Amazing price per sq ft. Flexible layout for dining & living rm. Room for everyone & everything in a convenient area. Kitch has two eat in counters & dining area.  Dining/Family/Living spaces have flexible layout options.  Dormer on upper level creates more usable space. Rare insulated 2 car garage w/ a huge driveway to park an extra 6 cars or have private play. Plus a shed. Newer roof, windows and updates. Wide lot with yard & mature trees.  appreciate the value!",45.034387,1752,-93.30434,224351,https://www.zillow.com/homedetails/4334-Morgan-Ave-N-Minneapolis-MN-55412/1719676_zpid/,1916,"Webber-Camden, Minneapolis"
806,4331 Girard Ave N,55412,2,4,"Excellent, remodeled, home with maintenance free siding. Brand New AC, New carpet. Kitchen features new appliances, granite countertop and new floor.  Laundry conveniently located on the main level. Fenced in yard. Two great, full bathrooms. One on each floor.  Property  is vacant and easy to show.",45.034259000000006,1320,-93.29740699999999,198000,https://www.zillow.com/homedetails/4331-Girard-Ave-N-Minneapolis-MN-55412/1718931_zpid/,1904,"Webber-Camden, Minneapolis"
807,4130 Dupont Ave N,55412,1,3,"This 1356 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 4130 Dupont Ave N Minneapolis, Minnesota.",45.030671999999996,1356,-93.292826,197451,https://www.zillow.com/homedetails/4130-Dupont-Ave-N-Minneapolis-MN-55412/1719349_zpid/,1920,"Webber-Camden, Minneapolis"
808,4315 Humboldt Ave N,55412,1,3,"Completely Remodeled Property in Webber - Camden Neighborhood. This home Features 9-foot Ceilings, New Vinyl Windows, New Kitchen Cabinets and Granite Counter Tops, New Floors Throughout, SS Appliances, New Central Air Added, Re-modeled Bathroom, New Front Porch. Nice yard. Schedule your showing today!",45.033815000000004,1120,-93.298689,196138,https://www.zillow.com/homedetails/4315-Humboldt-Ave-N-Minneapolis-MN-55412/1719468_zpid/,1913,"Webber-Camden, Minneapolis"
809,4225 Bryant Ave N,55412,2,2,"Investor and homebuyer opportunity! This property is being offered at a live auction on 12-06-2019. Buy it as an investment or enjoy it as your own home. Visit Auction.com to find out where and when the auction will take place. Also, view additional photos, sales comps, rental data, title info, neighborhood reports and more. Auction.com is the nation's leading online real estate marketplace offering over 30,000 discounted residential bank-owned and foreclosure deals. Don't miss the opportunity to buy homes that offer the potential for a high return on investment. In addition to this property, Auction.com has 12 scheduled for sale at this same auction. Altogether, Auction.com has 46 properties scheduled for sale in Hennepin County and 367 throughout Minnesota. All properties and sale details can be found with a simple search at Auction.com. Create a free account to find similar properties, save your favorites and receive email alerts of upcoming auctions. To view the complete details of this property, click the ""Get Auction Details"" button above or paste the Property ID 2862469 into the search bar at Auction.com.",45.032453000000004,1238,-93.29083299999999,159000,https://www.zillow.com/homedetails/4225-Bryant-Ave-N-Minneapolis-MN-55412/1718803_zpid/,1915,"Webber-Camden, Minneapolis"
810,5406 Nokomis Ave,55417,4,5,"Great opportunity to own a triplex in a wonderful neighborhood.  Quality built and engineered.   two 3 bedrooms units and one studio unit.   All units have their own laundry, kitchens, wall unit a/c's, in floor heating, stone surfaces, tiled floors.  Easy to rent.",44.905102,4737,-93.228848,800000,https://www.zillow.com/homedetails/5406-Nokomis-Ave-Minneapolis-MN-55417/1919846_zpid/,2006,"Wenonah, Minneapolis"
811,5729 Standish Ave,55417,1,3,"Just a quick walk to Lake Nokomis, this is the 1st time on the market since this home was built. Great space including 2 main floor bedrooms, updated bath, formal dining room, and living room, huge upper level bedroom with tons of potential for future updates. Siding and roof replaced 2 years ago. New garage built 2 years ago. Nice appeal and a great fenced yard for entertaining, gardening or playing.",44.898903000000004,1671,-93.23961899999999,290000,https://www.zillow.com/homedetails/5729-Standish-Ave-Minneapolis-MN-55417/1920838_zpid/,1947,"Wenonah, Minneapolis"
812,5452 29th Ave S,55417,2,4,"Outstanding remodeled home.  What a find!! Stainless steel appliances, granite counter tops this kitchen what dreams are made of. Did you see how nice the bathrooms are you really have to see them. Sun filled rooms are awesome. They just make you feel nicer. You have plenty of storage, so much that 50 years from now when you are cleaning it all out you'll find the box labeled ""Moving day 2020"" and you will get a tear in your eye thinking about how much you loved living here for the past 50 years. It only makes sense that you go see it today. Why deprive yourself of such happiness?",44.903771,1166,-93.23139499999999,350000,https://www.zillow.com/homedetails/5452-29th-Ave-S-Minneapolis-MN-55417/1919916_zpid/,1950,"Wenonah, Minneapolis"
813,5605 27th Ave S,55417,2,2,"Welcome to this adorable turn-key home in the Wenonah neighborhood! Enjoy thelovely curb appeal featuring beautiful exterior trim and flower boxes.Make useof the entire first level for entertaining! Gorgeous hardwood floors on themain level with a kitchen breakfast bar that opens to the dining room. Theupper level has two large bedrooms with new flooring and a Jack and Jillbathroom. The spacious lower level also has new flooring and can be used as athird bedroom, office, or family room. From the main floor, walk out to agorgeous backyard, fully-fenced for the pups, and with room to garden, grill,and enjoy summer nights with friends! Newer furnace and A/C. Close to LakeNokomis, Minnehaha Falls, and numerous restaurants and shops!",44.901441,1284,-93.23325600000001,250000,https://www.zillow.com/homedetails/5605-27th-Ave-S-Minneapolis-MN-55417/1920220_zpid/,1927,"Wenonah, Minneapolis"
814,5605 22nd Ave S,55417,1,3,"Steps from Lake Nokomis, this 1.5 story is move-in ready, offering immediate possession.  Features 3 bedrooms (1 down & 2 up), open living & dining room, eat-in kitchen, updated, bath, newly finished hardwood floors, new carpet in bedrooms, new paint throughout, MAC updated, good mechanicals, fenced rear yard & super-sized hard-to-find 3 car garage.  Convenient to public transportation, MSP International Airport, Mall of America, and both Minneapolis & St. Paul Downtowns.",44.901381,1230,-93.240806,299900,https://www.zillow.com/homedetails/5605-22nd-Ave-S-Minneapolis-MN-55417/1920730_zpid/,1948,"Wenonah, Minneapolis"
815,5456 27th Ave S,55417,1,3,"Don't miss this charming, move in ready home! Updated kitchen with granite counter top, nice hardwood floor, freshly painted throughout. Spacious, clean basement for more potential spaces. Large yard around the house with nice back deck. Move in and enjoy!",44.903642,1050,-93.233951,279900,https://www.zillow.com/homedetails/5456-27th-Ave-S-Minneapolis-MN-55417/1920009_zpid/,1951,"Wenonah, Minneapolis"
